"","outputs"
"4336",0
"4337",0
"4338",54.48
"4339",0
"4340",305.73
"4341",0
"4342",0
"4343",0
"4344",62.42
"4345",0
"4346",3.13
"4347",0
"4348",0
"4349",0
"4350",0
"4351",0
"4352",95.09
"4353",59.99
"4354",0
"4355",0
"4356",0
"4357",161.81
"4358",0
"4359",1039.44
"4360",0
"4361",0
"4362",0
"4363",0
"4364",734.97
"4365",0
"4366",0
"4367",470.2
"4368",0
"4369",0
"4370",0
"4371",0
"4372",0
"4373",0
"4374",583.75
"4375",0
"4376",0
"4377",0
"4378",0
"4379",101.87
"4380",0
"4381",67.82
"4382",104.71
"4383",0
"4384",0
"4385",31.37
"4386",0
"4387",172.92
"4388",0
"4389",104.34
"4390",14.95
"4391",59.65
"4392",528.68
"4393",44.64
"4394",0
"4395",0
"4396",302.2
"4397",0
"4398",0
"4399",0
"4400",0.89
"4401",0
"4402",0
"4403",0
"4404",0
"4405",261.15
"4406",42.07
"4407",4.69
"4408",0
"4409",21.09
"4410",0
"4411",0
"4412",0
"4413",203.01
"4414",93.21
"4415",24.73
"4416",0
"4417",0
"4418",0
"4419",374.55
"4420",0
"4421",0
"4422",0
"4423",0
"4424",197.61
"4425",0
"4426",72.53
"4427",331.26
"4428",11.88
"4429",132.59
"4430",0
"4431",0
"4432",434.06
"4433",0
"4434",0
"4435",0
"4436",0
"4437",0
"4438",0
"4439",0
"4440",0
"4441",14.7
"4442",2.79
"4443",0
"4444",6.85
"4445",0
"4446",0
"4447",295.4
"4448",0
"4449",0
"4450",0
"4451",67.94
"4452",370.7
"4453",0
"4454",0
"4455",18.59
"4456",72.85
"4457",0
"4458",50.6
"4459",4.15
"4460",80.04
"4461",127.9
"4462",97.07
"4463",0
"4464",0
"4465",0
"4466",0
"4467",0
"4468",0
"4469",0
"4470",583.9
"4471",51.06
"4472",0
"4473",0
"4474",5.99
"4475",73.72
"4476",0
"4477",0
"4478",23.08
"4479",112.3
"4480",33.32
"4481",0
"4482",0
"4483",0
"4484",0
"4485",116.05
"4486",0
"4487",64.61
"4488",55.51
"4489",256.95
"4490",38.88
"4491",0
"4492",0
"4493",63.44
"4494",48.44
"4495",0
"4496",161.59
"4497",0
"4498",0
"4499",451.96
"4500",239.92
"4501",199.41
"4502",0
"4503",967.33
"4504",0
"4505",0
"4506",187.63
"4507",0
"4508",0
"4509",0
"4510",0
"4511",0
"4512",0
"4513",83.66
"4514",0
"4515",0
"4516",0
"4517",0
"4518",106.29
"4519",0
"4520",0
"4521",154.98
"4522",0
"4523",0
"4524",0
"4525",21.96
"4526",0
"4527",0
"4528",0
"4529",0
"4530",0
"4531",10.82
"4532",0
"4533",0
"4534",0
"4535",116.98
"4536",109.41
"4537",17.73
"4538",0
"4539",74.4
"4540",0
"4541",0
"4542",0
"4543",183.96
"4544",0
"4545",798.12
"4546",0
"4547",0
"4548",0
"4549",192.02
"4550",0
"4551",0
"4552",0
"4553",0
"4554",195.76
"4555",28.97
"4556",0
"4557",215.02
"4558",0
"4559",0
"4560",57.61
"4561",0
"4562",33.62
"4563",0
"4564",0
"4565",148.61
"4566",62.82
"4567",0
"4568",0
"4569",64.92
"4570",0
"4571",72.49
"4572",1491.83
"4573",116.78
"4574",0
"4575",0
"4576",0
"4577",0
"4578",0
"4579",0
"4580",0
"4581",17.6
"4582",0
"4583",880.25
"4584",0
"4585",19.99
"4586",15.89
"4587",0
"4588",0
"4589",0
"4590",0
"4591",106.91
"4592",0
"4593",0
"4594",51.89
"4595",148.5
"4596",207.59
"4597",0
"4598",130.68
"4599",0
"4600",0
"4601",13.7
"4602",255.63
"4603",0
"4604",132.49
"4605",1032.76
"4606",0
"4607",0
"4608",414.28
"4609",11.64
"4610",315.47
"4611",53.93
"4612",0
"4613",0
"4614",73.01
"4615",99.99
"4616",48.93
"4617",0
"4618",67.23
"4619",47.24
"4620",42.16
"4621",0
"4622",29.19
"4623",0
"4624",0
"4625",0
"4626",0
"4627",148.7
"4628",0
"4629",0
"4630",0
"4631",0
"4632",0
"4633",0
"4634",45.62
"4635",125.76
"4636",0
"4637",0
"4638",0
"4639",72.16
"4640",81.4
"4641",0
"4642",20.49
"4643",0
"4644",0
"4645",0
"4646",0
"4647",0
"4648",15.33
"4649",10.78
"4650",0
"4651",124.17
"4652",145.37
"4653",0
"4654",0
"4655",86.48
"4656",0
"4657",98.54
"4658",0
"4659",0
"4660",1237.68
"4661",233.48
"4662",294.94
"4663",0
"4664",225.35
"4665",0
"4666",450.36
"4667",110.48
"4668",0
"4669",0
"4670",108.88
"4671",0
"4672",641.41
"4673",0
"4674",0
"4675",0
"4676",0
"4677",0
"4678",0
"4679",0
"4680",0
"4681",0
"4682",0
"4683",0
"4684",0
"4685",47.79
"4686",0
"4687",0
"4688",97.27
"4689",78.68
"4690",0
"4691",0
"4692",0
"4693",0
"4694",0
"4695",0
"4696",0
"4697",0
"4698",0
"4699",0
"4700",432.04
"4701",0
"4702",0
"4703",0
"4704",0
"4705",368.71
"4706",0
"4707",379.3
"4708",0
"4709",0
"4710",0
"4711",131.77
"4712",0
"4713",0
"4714",138
"4715",0
"4716",181.95
"4717",1.69
"4718",0
"4719",0
"4720",0
"4721",0
"4722",0
"4723",0
"4724",471.64
"4725",0
"4726",0
"4727",0
"4728",0
"4729",0
"4730",217.35
"4731",128.68
"4732",0
"4733",0
"4734",0
"4735",30.1
"4736",71.47
"4737",359.76
"4738",502.49
"4739",0
"4740",0
"4741",0
"4742",17.93
"4743",0
"4744",0
"4745",0
"4746",0
"4747",0
"4748",58.06
"4749",0
"4750",0
"4751",57.92
"4752",0
"4753",0
"4754",0
"4755",88.07
"4756",230.11
"4757",0
"4758",0
"4759",0
"4760",0
"4761",0
"4762",0
"4763",0
"4764",0
"4765",0
"4766",0
"4767",0
"4768",0
"4769",79.36
"4770",0
"4771",0
"4772",0
"4773",0
"4774",0
"4775",0
"4776",0
"4777",259.8
"4778",0
"4779",106.61
"4780",4.39
"4781",0
"4782",34.52
"4783",0
"4784",0
"4785",187.08
"4786",172.85
"4787",0
"4788",103.26
"4789",0
"4790",0
"4791",689.09
"4792",0
"4793",25.27
"4794",0
"4795",0
"4796",156.65
"4797",587.32
"4798",7.86
"4799",0
"4800",18.93
"4801",0
"4802",0
"4803",12.79
"4804",0
"4805",294.05
"4806",11.04
"4807",0
"4808",0
"4809",0
"4810",0
"4811",0
"4812",0
"4813",98.54
"4814",113.56
"4815",21.18
"4816",130.08
"4817",0
"4818",0
"4819",0
"4820",18.36
"4821",38.36
"4822",0
"4823",111.07
"4824",0
"4825",0
"4826",0
"4827",0
"4828",0
"4829",0
"4830",0
"4831",0
"4832",0
"4833",24.08
"4834",47.84
"4835",0
"4836",0
"4837",93.45
"4838",0
"4839",93.1
"4840",0
"4841",0
"4842",6.45
"4843",98.31
"4844",0
"4845",0
"4846",12.99
"4847",0
"4848",0
"4849",0
"4850",291.65
"4851",0
"4852",16.43
"4853",186.89
"4854",36.33
"4855",15.02
"4856",0
"4857",0
"4858",105.73
"4859",50.87
"4860",0
"4861",0
"4862",0
"4863",0
"4864",555.06
"4865",0
"4866",0
"4867",0
"4868",518.54
"4869",12.63
"4870",0
"4871",0
"4872",0
"4873",0
"4874",0
"4875",0
"4876",0
"4877",0
"4878",0
"4879",61.94
"4880",496.79
"4881",0
"4882",0
"4883",0
"4884",0
"4885",254.66
"4886",0
"4887",0
"4888",287.26
"4889",54.32
"4890",0
"4891",4.21
"4892",0
"4893",0
"4894",0
"4895",190.52
"4896",0
"4897",0
"4898",0
"4899",0
"4900",382.39
"4901",50.72
"4902",53.35
"4903",632.32
"4904",0
"4905",0
"4906",39.82
"4907",174.3
"4908",144.39
"4909",0
"4910",0
"4911",0
"4912",0
"4913",0
"4914",541.19
"4915",18.16
"4916",76.21
"4917",367.61
"4918",0
"4919",0
"4920",0
"4921",0
"4922",0
"4923",0
"4924",0
"4925",0
"4926",84.03
"4927",0
"4928",165.28
"4929",0
"4930",0
"4931",0
"4932",16.95
"4933",0
"4934",215.03
"4935",0
"4936",0
"4937",444.39
"4938",515.94
"4939",16.26
"4940",0
"4941",44.58
"4942",0
"4943",149.26
"4944",0
"4945",0
"4946",0
"4947",0
"4948",85.01
"4949",260.24
"4950",0
"4951",20.5
"4952",241.53
"4953",37.79
"4954",0
"4955",0
"4956",0
"4957",17.3
"4958",584.53
"4959",0
"4960",0
"4961",7.1
"4962",0
"4963",227.4
"4964",0
"4965",0
"4966",0
"4967",0
"4968",5.85
"4969",0
"4970",0
"4971",170.01
"4972",0
"4973",26.95
"4974",39.56
"4975",0
"4976",0
"4977",44.89
"4978",0
"4979",65.18
"4980",0
"4981",207.61
"4982",0
"4983",0
"4984",0
"4985",243.84
"4986",0
"4987",106.93
"4988",40.06
"4989",0
"4990",23.24
"4991",347.02
"4992",8
"4993",0
"4994",135.88
"4995",0
"4996",3.29
"4997",0
"4998",0
"4999",0
"5000",0
"5001",0
"5002",111.12
"5003",0
"5004",0
"5005",0
"5006",0
"5007",0
"5008",0
"5009",0
"5010",0
"5011",0
"5012",452.04
"5013",0
"5014",0
"5015",0
"5016",659.98
"5017",0
"5018",0
"5019",75.92
"5020",0
"5021",0
"5022",888.25
"5023",0
"5024",51.58
"5025",0
"5026",477.52
"5027",0
"5028",577.35
"5029",11.98
"5030",0
"5031",292.14
"5032",0
"5033",0
"5034",0
"5035",0
"5036",0
"5037",61.07
"5038",0
"5039",141.72
"5040",0
"5041",72.03
"5042",0
"5043",371.96
"5044",123.84
"5045",0
"5046",0
"5047",0
"5048",47.52
"5049",0
"5050",0
"5051",0
"5052",0
"5053",0
"5054",32.45
"5055",0
"5056",30.3
"5057",0
"5058",67.33
"5059",0
"5060",303.75
"5061",0
"5062",0
"5063",0
"5064",0
"5065",0
"5066",0
"5067",0
"5068",1097.51
"5069",38.19
"5070",0
"5071",0
"5072",0
"5073",0
"5074",68.16
"5075",0
"5076",57.77
"5077",0
"5078",0
"5079",189.71
"5080",286.08
"5081",0
"5082",70.07
"5083",82.57
"5084",277.38
"5085",64.34
"5086",0
"5087",122.35
"5088",0
"5089",519.11
"5090",93.25
"5091",300.62
"5092",102.97
"5093",0
"5094",0
"5095",0
"5096",0
"5097",163.44
"5098",307.25
"5099",0
"5100",0
"5101",0
"5102",0
"5103",43.05
"5104",177.58
"5105",16.71
"5106",0
"5107",422.04
"5108",0
"5109",0
"5110",0
"5111",0
"5112",154.51
"5113",0
"5114",219.64
"5115",0
"5116",19.15
"5117",378.48
"5118",0
"5119",0
"5120",0
"5121",0
"5122",0
"5123",26.57
"5124",35.91
"5125",1021.68
"5126",6.6
"5127",0
"5128",41.08
"5129",0
"5130",0
"5131",0
"5132",0
"5133",0
"5134",296.42
"5135",152.56
"5136",296.52
"5137",0
"5138",173.24
"5139",0
"5140",0
"5141",97.38
"5142",0
"5143",0
"5144",135.05
"5145",0
"5146",0
"5147",0
"5148",0
"5149",305.06
"5150",225.12
"5151",0
"5152",155.54
"5153",0
"5154",0
"5155",75.82
"5156",600.16
"5157",0
"5158",38.83
"5159",55.86
"5160",624.69
"5161",0
"5162",69.85
"5163",0
"5164",0
"5165",0
"5166",0
"5167",54.53
"5168",0
"5169",0
"5170",75.4
"5171",0
"5172",194.36
"5173",0
"5174",25.45
"5175",0
"5176",31.78
"5177",18.02
"5178",0
"5179",456.39
"5180",6.29
"5181",0
"5182",124.66
"5183",504.76
"5184",0
"5185",0
"5186",44.24
"5187",19.81
"5188",0
"5189",0
"5190",57.43
"5191",0
"5192",14.68
"5193",41.51
"5194",0
"5195",21.55
"5196",69.76
"5197",125.64
"5198",10
"5199",28.72
"5200",0
"5201",0
"5202",0
"5203",0
"5204",0
"5205",0
"5206",0
"5207",0
"5208",330.52
"5209",0
"5210",0
"5211",28.6
"5212",5.22
"5213",146.5
"5214",78.08
"5215",635.28
"5216",0
"5217",0
"5218",0
"5219",0
"5220",159.85
"5221",0
"5222",0
"5223",0
"5224",49.01
"5225",106.86
"5226",30.42
"5227",214.11
"5228",0
"5229",0
"5230",0
"5231",0
"5232",46.03
"5233",408.66
"5234",213.51
"5235",70.96
"5236",253.8
"5237",131.5
"5238",170.97
"5239",70.89
"5240",67.65
"5241",0
"5242",66.51
"5243",4.49
"5244",0
"5245",0
"5246",0
"5247",0
"5248",0
"5249",154.92
"5250",72.66
"5251",0
"5252",0
"5253",0
"5254",371.49
"5255",65.14
"5256",58.11
"5257",0
"5258",0
"5259",22.78
"5260",18.63
"5261",0
"5262",1.79
"5263",133.06
"5264",0
"5265",0
"5266",0
"5267",0
"5268",94.99
"5269",41.88
"5270",0
"5271",426.28
"5272",60.96
"5273",37.43
"5274",305.5
"5275",0
"5276",154.6
"5277",0
"5278",266.85
"5279",55.49
"5280",0
"5281",0
"5282",0
"5283",0
"5284",0
"5285",0
"5286",692.69
"5287",276.9
"5288",238.83
"5289",0
"5290",0
"5291",63.74
"5292",0
"5293",17.67
"5294",71.35
"5295",0
"5296",0
"5297",0
"5298",0
"5299",76.09
"5300",0
"5301",0
"5302",0
"5303",0
"5304",23.27
"5305",0
"5306",135.09
"5307",0
"5308",0
"5309",14.88
"5310",0
"5311",0
"5312",238.72
"5313",0
"5314",143.8
"5315",0
"5316",83.86
"5317",357.68
"5318",0
"5319",190.7
"5320",157.98
"5321",103.04
"5322",0
"5323",0
"5324",75.79
"5325",0
"5326",0
"5327",0
"5328",0
"5329",915.72
"5330",23.99
"5331",0
"5332",0
"5333",161.93
"5334",0
"5335",0
"5336",0
"5337",116.77
"5338",306.19
"5339",300.13
"5340",0
"5341",0
"5342",0
"5343",0
"5344",15.58
"5345",0
"5346",0
"5347",0
"5348",140.54
"5349",0
"5350",0
"5351",105.82
"5352",0
"5353",0
"5354",0
"5355",0
"5356",59.88
"5357",0
"5358",0
"5359",157.54
"5360",0
"5361",0
"5362",0
"5363",36.46
"5364",0
"5365",0
"5366",67.36
"5367",31.91
"5368",0
"5369",6.91
"5370",0
"5371",0
"5372",29.99
"5373",31.33
"5374",0
"5375",0
"5376",0
"5377",0
"5378",0
"5379",0
"5380",0
"5381",0
"5382",0
"5383",0
"5384",0
"5385",19.19
"5386",160.62
"5387",118.82
"5388",81.77
"5389",24.76
"5390",26.02
"5391",0
"5392",42.65
"5393",0
"5394",416.89
"5395",0
"5396",0
"5397",14.93
"5398",52.89
"5399",2
"5400",0
"5401",0
"5402",0
"5403",46.62
"5404",0
"5405",0
"5406",69.17
"5407",0
"5408",0
"5409",0
"5410",0
"5411",0
"5412",32.92
"5413",0
"5414",0
"5415",7.73
"5416",0
"5417",0
"5418",0
"5419",0
"5420",0
"5421",0
"5422",0
"5423",262.04
"5424",0
"5425",0
"5426",0
"5427",0
"5428",0
"5429",0
"5430",0
"5431",0
"5432",0
"5433",63.79
"5434",0
"5435",0
"5436",0
"5437",0
"5438",0
"5439",17.66
"5440",0
"5441",0
"5442",0
"5443",165.45
"5444",4.05
"5445",0
"5446",0
"5447",0
"5448",64.04
"5449",0
"5450",0
"5451",0
"5452",0
"5453",0
"5454",0
"5455",0
"5456",0
"5457",266.41
"5458",31.17
"5459",30.9
"5460",0
"5461",0
"5462",219.83
"5463",0
"5464",43.89
"5465",20.56
"5466",239.61
"5467",0
"5468",0
"5469",46.86
"5470",0
"5471",0
"5472",0
"5473",0
"5474",0
"5475",0
"5476",0
"5477",0
"5478",0
"5479",57.09
"5480",0
"5481",0
"5482",0
"5483",36.69
"5484",307.92
"5485",0
"5486",0
"5487",64.1
"5488",0
"5489",0
"5490",0
"5491",0
"5492",0
"5493",4
"5494",0
"5495",0
"5496",0
"5497",0
"5498",20.98
"5499",0
"5500",187.77
"5501",0
"5502",0
"5503",44.61
"5504",0
"5505",238.72
"5506",0
"5507",23.02
"5508",211.69
"5509",83.92
"5510",0
"5511",0
"5512",42.59
"5513",0
"5514",0
"5515",130.69
"5516",28.78
"5517",48.8
"5518",152.25
"5519",0
"5520",0
"5521",0
"5522",0
"5523",0
"5524",0
"5525",0
"5526",0
"5527",0
"5528",0
"5529",0
"5530",126.11
"5531",15.45
"5532",175.22
"5533",584.16
"5534",65.61
"5535",0
"5536",0
"5537",0
"5538",321.42
"5539",416.04
"5540",29.19
"5541",0
"5542",0
"5543",57.44
"5544",0
"5545",87.43
"5546",0
"5547",0
"5548",57.97
"5549",0
"5550",0
"5551",170.21
"5552",0
"5553",0
"5554",0
"5555",0
"5556",0
"5557",336.93
"5558",0
"5559",414.82
"5560",0
"5561",0
"5562",0
"5563",0
"5564",0
"5565",13.61
"5566",0
"5567",0
"5568",221.76
"5569",0
"5570",0
"5571",36.15
"5572",0
"5573",304.67
"5574",0
"5575",76.98
"5576",0
"5577",0
"5578",213.65
"5579",0
"5580",0
"5581",112.42
"5582",0
"5583",175.26
"5584",0
"5585",0
"5586",315.09
"5587",14.69
"5588",86.81
"5589",0
"5590",5.27
"5591",0
"5592",0
"5593",0
"5594",0
"5595",184.32
"5596",0
"5597",104.77
"5598",71.58
"5599",0
"5600",495.74
"5601",0
"5602",0
"5603",74.42
"5604",633.44
"5605",38.88
"5606",5.99
"5607",0
"5608",0
"5609",516.73
"5610",288.47
"5611",87.47
"5612",0
"5613",45.94
"5614",145.48
"5615",0
"5616",433.38
"5617",0
"5618",0
"5619",466.78
"5620",0
"5621",61.41
"5622",0
"5623",0
"5624",89.99
"5625",0
"5626",10.99
"5627",257.24
"5628",39.24
"5629",0
"5630",0
"5631",71.98
"5632",48.3
"5633",438.17
"5634",98.7
"5635",275.56
"5636",172.23
"5637",0
"5638",0
"5639",0
"5640",370.53
"5641",27.11
"5642",0
"5643",665.77
"5644",0
"5645",40.95
"5646",152.25
"5647",0
"5648",0
"5649",0
"5650",0
"5651",124.79
"5652",0
"5653",0
"5654",39.56
"5655",10.78
"5656",59.98
"5657",184.78
"5658",437.77
"5659",22.94
"5660",106.6
"5661",0
"5662",0
"5663",538.38
"5664",0
"5665",172.82
"5666",30.18
"5667",0
"5668",0
"5669",0
"5670",0
"5671",0
"5672",234.8
"5673",0
"5674",0
"5675",310.95
"5676",0
"5677",0
"5678",0
"5679",0
"5680",242.67
"5681",0
"5682",0
"5683",221.73
"5684",75.22
"5685",0
"5686",0
"5687",0
"5688",71.66
"5689",207.05
"5690",0
"5691",0
"5692",0
"5693",0
"5694",0
"5695",0
"5696",168.89
"5697",0
"5698",0
"5699",131.09
"5700",0
"5701",0
"5702",21.77
"5703",0
"5704",0
"5705",0
"5706",0
"5707",0
"5708",0
"5709",0
"5710",62.56
"5711",0
"5712",0
"5713",0
"5714",0
"5715",83.84
"5716",261.56
"5717",0
"5718",201.76
"5719",101.56
"5720",64.85
"5721",0
"5722",80.52
"5723",0
"5724",0
"5725",0
"5726",108.56
"5727",0
"5728",133.02
"5729",0
"5730",0
"5731",0
"5732",0
"5733",0
"5734",0
"5735",0
"5736",0
"5737",0
"5738",0
"5739",0
"5740",81.42
"5741",0
"5742",0
"5743",0
"5744",140.91
"5745",0
"5746",0
"5747",0
"5748",0
"5749",0
"5750",0
"5751",67.16
"5752",65.74
"5753",0
"5754",347.07
"5755",14.59
"5756",0
"5757",0
"5758",360.25
"5759",1254.7
"5760",0
"5761",57.87
"5762",0
"5763",130.2
"5764",0
"5765",0
"5766",516.05
"5767",65.22
"5768",1091.23
"5769",5.49
"5770",0
"5771",0
"5772",0
"5773",736.38
"5774",21.12
"5775",0
"5776",0
"5777",0
"5778",486.34
"5779",0
"5780",0
"5781",782.45
"5782",822.02
"5783",0
"5784",0
"5785",635.57
"5786",0
"5787",0
"5788",0
"5789",0
"5790",0
"5791",0
"5792",55.19
"5793",3.99
"5794",307.45
"5795",450.58
"5796",214.64
"5797",374.68
"5798",0
"5799",0
"5800",0
"5801",0
"5802",307.14
"5803",17.02
"5804",0
"5805",0
"5806",0
"5807",173.48
"5808",573.26
"5809",240.93
"5810",132.07
"5811",22.68
"5812",27.68
"5813",498.56
"5814",0
"5815",0
"5816",0
"5817",0
"5818",427.21
"5819",0
"5820",0
"5821",0
"5822",51.04
"5823",183
"5824",1002.71
"5825",0
"5826",558.77
"5827",0
"5828",0
"5829",0
"5830",0
"5831",0
"5832",32.92
"5833",0
"5834",0
"5835",219.97
"5836",0
"5837",16.53
"5838",0
"5839",74.2
"5840",0
"5841",0
"5842",0
"5843",0
"5844",0
"5845",0
"5846",232.6
"5847",0
"5848",16.84
"5849",234.23
"5850",0
"5851",0
"5852",0
"5853",0
"5854",0
"5855",0
"5856",0
"5857",0
"5858",306.2
"5859",0
"5860",0
"5861",9.69
"5862",0
"5863",178.25
"5864",0
"5865",25.99
"5866",167.52
"5867",0
"5868",25.15
"5869",0
"5870",65.09
"5871",11.47
"5872",123.25
"5873",206.11
"5874",42.5
"5875",0
"5876",0
"5877",0
"5878",0
"5879",394.95
"5880",0
"5881",0
"5882",0
"5883",0
"5884",0
"5885",0
"5886",0
"5887",28.72
"5888",363.5
"5889",0
"5890",0
"5891",0
"5892",0
"5893",227.66
"5894",170.07
"5895",0
"5896",15.74
"5897",0
"5898",0
"5899",0
"5900",38.99
"5901",27.68
"5902",653.23
"5903",0
"5904",48.77
"5905",123.37
"5906",0
"5907",0
"5908",0
"5909",0
"5910",0
"5911",0
"5912",15.85
"5913",0
"5914",29.77
"5915",0
"5916",0
"5917",65.68
"5918",335.28
"5919",94.35
"5920",0
"5921",0
"5922",0
"5923",0
"5924",0
"5925",0
"5926",166.69
"5927",300.699999999998
"5928",0
"5929",0
"5930",0
"5931",0
"5932",0
"5933",0
"5934",0
"5935",0
"5936",0
"5937",0
"5938",307.75
"5939",0
"5940",0
"5941",5.29
"5942",22.31
"5943",0
"5944",0
"5945",0
"5946",4.88
"5947",31.14
"5948",3.3
"5949",0
"5950",34.46
"5951",124.64
"5952",250.88
"5953",0
"5954",35.6
"5955",0
"5956",0
"5957",73.28
"5958",0
"5959",250.39
"5960",209.54
"5961",97.02
"5962",0
"5963",0
"5964",28.64
"5965",240.7
"5966",115.06
"5967",0
"5968",256.44
"5969",0
"5970",500.12
"5971",0
"5972",67.32
"5973",0
"5974",185.42
"5975",0
"5976",0
"5977",0
"5978",0
"5979",437.97
"5980",0
"5981",0
"5982",0
"5983",0
"5984",0
"5985",0
"5986",550.69
"5987",0
"5988",0
"5989",0
"5990",0
"5991",0
"5992",0
"5993",21.06
"5994",0
"5995",0
"5996",0
"5997",61.2
"5998",0
"5999",273.49
"6000",528.88
"6001",42.22
"6002",0
"6003",0
"6004",0
"6005",0
"6006",32.43
"6007",75.68
"6008",0
"6009",242.72
"6010",0
"6011",0
"6012",0
"6013",172.56
"6014",0
"6015",0
"6016",0
"6017",0
"6018",0
"6019",167.49
"6020",0
"6021",0
"6022",0
"6023",0
"6024",0
"6025",0
"6026",22.09
"6027",0
"6028",250.24
"6029",37.57
"6030",0
"6031",0
"6032",26.15
"6033",42.31
"6034",49.11
"6035",259.1
"6036",0
"6037",0
"6038",0
"6039",3.98
"6040",143.06
"6041",607.47
"6042",0
"6043",159.8
"6044",38.17
"6045",0
"6046",0
"6047",117.82
"6048",99.36
"6049",26.66
"6050",610.31
"6051",0
"6052",141.59
"6053",0
"6054",0
"6055",39.9
"6056",364.27
"6057",0
"6058",0
"6059",0
"6060",333.61
"6061",0
"6062",0
"6063",139.78
"6064",0
"6065",0
"6066",0
"6067",84.95
"6068",8.99
"6069",42.99
"6070",0
"6071",0
"6072",448.21
"6073",138.6
"6074",0
"6075",71.24
"6076",0
"6077",642.22
"6078",0
"6079",0
"6080",0
"6081",0
"6082",454.1
"6083",6.07
"6084",0
"6085",0
"6086",0
"6087",401.08
"6088",0
"6089",1.2
"6090",94.53
"6091",55.84
"6092",0
"6093",0
"6094",103.17
"6095",225.24
"6096",0
"6097",0
"6098",18.07
"6099",0
"6100",0
"6101",241.24
"6102",0
"6103",0
"6104",60.52
"6105",0
"6106",124.12
"6107",0
"6108",36.95
"6109",14
"6110",147.05
"6111",0
"6112",0
"6113",0
"6114",0
"6115",0
"6116",516.44
"6117",477.81
"6118",0
"6119",0
"6120",0
"6121",0
"6122",0
"6123",118.54
"6124",765.96
"6125",0
"6126",166.89
"6127",122.55
"6128",0
"6129",0
"6130",0
"6131",373.13
"6132",0
"6133",8.48
"6134",389.98
"6135",0
"6136",0
"6137",0
"6138",80.38
"6139",427.14
"6140",0
"6141",53.12
"6142",0
"6143",391.26
"6144",13.26
"6145",15.88
"6146",112.08
"6147",0
"6148",0
"6149",0
"6150",0
"6151",0
"6152",0
"6153",0
"6154",0
"6155",125.88
"6156",240.87
"6157",1.49
"6158",329.25
"6159",0
"6160",0
"6161",312.21
"6162",4.99
"6163",88.69
"6164",0
"6165",109.58
"6166",0
"6167",212.07
"6168",187.03
"6169",267.08
"6170",22.58
"6171",0
"6172",658.39
"6173",1208.34
"6174",0
"6175",0
"6176",0
"6177",95.84
"6178",0
"6179",0
"6180",128.85
"6181",251.75
"6182",0
"6183",0
"6184",576.99
"6185",0
"6186",0
"6187",0
"6188",93.71
"6189",0
"6190",304.59
"6191",0
"6192",0
"6193",0
"6194",0
"6195",0
"6196",0
"6197",0
"6198",76.53
"6199",82.8
"6200",0
"6201",19.51
"6202",0
"6203",0
"6204",0
"6205",430.93
"6206",0
"6207",0
"6208",0
"6209",0
"6210",0
"6211",0
"6212",44.04
"6213",158.91
"6214",0
"6215",160.34
"6216",0
"6217",0
"6218",0
"6219",0
"6220",396.74
"6221",667.32
"6222",0
"6223",0
"6224",32.37
"6225",0
"6226",0
"6227",0
"6228",0
"6229",0
"6230",327.82
"6231",0
"6232",0
"6233",410.49
"6234",41.18
"6235",0
"6236",5.68
"6237",0
"6238",5.6
"6239",84.89
"6240",0
"6241",0
"6242",0
"6243",0
"6244",0
"6245",35.01
"6246",0
"6247",0
"6248",34.36
"6249",0
"6250",9.95
"6251",0
"6252",13.37
"6253",0
"6254",0
"6255",296.52
"6256",9.76
"6257",50.37
"6258",0
"6259",0
"6260",0
"6261",0
"6262",34.35
"6263",0
"6264",0
"6265",0
"6266",197.67
"6267",61.53
"6268",513.07
"6269",245.72
"6270",0
"6271",0
"6272",305.06
"6273",521.97
"6274",86.26
"6275",412
"6276",0
"6277",17.91
"6278",0
"6279",0
"6280",164.62
"6281",359.99
"6282",230.98
"6283",0
"6284",158.52
"6285",0
"6286",112.07
"6287",0
"6288",86.17
"6289",64.33
"6290",59.18
"6291",0
"6292",0
"6293",349.37
"6294",0
"6295",55.84
"6296",0
"6297",128.45
"6298",149.5
"6299",0
"6300",0
"6301",0
"6302",316.83
"6303",113.82
"6304",170.4
"6305",22.99
"6306",0
"6307",0
"6308",65.81
"6309",515.4
"6310",28.24
"6311",323.37
"6312",8.14
"6313",0
"6314",15.11
"6315",60.91
"6316",135.58
"6317",20.56
"6318",0
"6319",0
"6320",0
"6321",0
"6322",470.75
"6323",494.36
"6324",50.2
"6325",0
"6326",0
"6327",0
"6328",42.55
"6329",0
"6330",0
"6331",53.78
"6332",5.07
"6333",0
"6334",0
"6335",0
"6336",24.43
"6337",0
"6338",0
"6339",398.56
"6340",102.61
"6341",299.46
"6342",392.29
"6343",279.52
"6344",617.69
"6345",355.54
"6346",0
"6347",0
"6348",0
"6349",155.25
"6350",0
"6351",0
"6352",0
"6353",0
"6354",0
"6355",0
"6356",381.11
"6357",244.59
"6358",0
"6359",0
"6360",0
"6361",136.27
"6362",0
"6363",17.98
"6364",69.88
"6365",165.16
"6366",0
"6367",18.39
"6368",435.37
"6369",42.59
"6370",186.47
"6371",717.19
"6372",441.09
"6373",43.09
"6374",0
"6375",484.41
"6376",22.48
"6377",0
"6378",0
"6379",0
"6380",59.83
"6381",0
"6382",643.35
"6383",139.67
"6384",0
"6385",7.03
"6386",495.67
"6387",98.72
"6388",0
"6389",286.59
"6390",0
"6391",0
"6392",0
