"","outputs"
"14315",0
"14316",77.99
"14317",4.35
"14318",0
"14319",0
"14320",3027.62
"14321",116.86
"14322",0
"14323",49.22
"14324",0
"14325",0
"14326",49.05
"14327",105.95
"14328",0
"14329",0
"14330",0
"14331",135.7
"14332",59
"14333",235.29
"14334",0
"14335",22.39
"14336",0
"14337",371.54
"14338",0
"14339",35.33
"14340",344.96
"14341",0
"14342",28.27
"14343",0
"14344",237.86
"14345",0
"14346",90.89
"14347",0
"14348",0
"14349",0
"14350",0
"14351",191.73
"14352",78.6
"14353",36.03
"14354",0
"14355",0
"14356",271.85
"14357",0
"14358",0
"14359",0
"14360",0
"14361",19.36
"14362",0
"14363",0
"14364",0
"14365",0
"14366",150.71
"14367",0
"14368",0
"14369",0
"14370",0
"14371",59.37
"14372",0
"14373",42.01
"14374",548.43
"14375",81.5
"14376",358.81
"14377",0
"14378",0
"14379",0
"14380",0
"14381",0
"14382",0
"14383",0
"14384",0
"14385",0
"14386",27.5
"14387",0
"14388",0
"14389",20.34
"14390",142.4
"14391",0
"14392",0
"14393",0
"14394",0
"14395",0
"14396",0
"14397",0
"14398",114.04
"14399",0
"14400",0
"14401",27.91
"14402",0
"14403",30.59
"14404",0
"14405",0
"14406",255.35
"14407",0
"14408",0
"14409",26.85
"14410",648.63
"14411",0
"14412",0
"14413",0
"14414",0
"14415",0
"14416",559.5
"14417",213.65
"14418",0
"14419",650.44
"14420",7.28
"14421",170.71
"14422",159.4
"14423",0
"14424",18.98
"14425",2.66
"14426",0
"14427",0
"14428",28.7
"14429",58.46
"14430",232.31
"14431",97.97
"14432",0
"14433",0
"14434",6.78
"14435",0
"14436",0
"14437",83.15
"14438",129.41
"14439",0
"14440",0
"14441",0
"14442",93.33
"14443",0
"14444",168.82
"14445",84.16
"14446",0
"14447",0
"14448",105.64
"14449",0
"14450",0
"14451",0
"14452",0
"14453",129.4
"14454",41.36
"14455",0
"14456",86.22
"14457",0
"14458",0
"14459",0
"14460",0
"14461",219.36
"14462",78.34
"14463",0
"14464",231.06
"14465",0
"14466",0
"14467",0
"14468",0
"14469",0
"14470",526.68
"14471",526.41
"14472",0
"14473",0
"14474",43.26
"14475",49.23
"14476",0
"14477",159.78
"14478",193.61
"14479",0
"14480",74.46
"14481",53.69
"14482",43.87
"14483",0
"14484",0
"14485",0
"14486",89.17
"14487",0
"14488",0
"14489",0
"14490",66.14
"14491",0
"14492",0
"14493",156.71
"14494",0
"14495",0
"14496",0
"14497",0
"14498",136.27
"14499",0
"14500",0
"14501",0
"14502",0
"14503",0
"14504",8.48
"14505",135.78
"14506",0
"14507",0
"14508",144.13
"14509",156.96
"14510",0
"14511",0
"14512",0
"14513",0
"14514",0
"14515",0
"14516",0
"14517",183.73
"14518",0
"14519",420.18
"14520",0
"14521",0
"14522",0
"14523",0
"14524",0
"14525",95.78
"14526",0
"14527",0
"14528",0
"14529",7.87
"14530",0
"14531",0
"14532",402.83
"14533",0
"14534",570.62
"14535",0
"14536",0
"14537",113.58
"14538",0
"14539",65.61
"14540",0
"14541",0
"14542",0
"14543",327.24
"14544",246.49
"14545",0
"14546",0
"14547",8.2
"14548",0
"14549",0
"14550",0
"14551",0
"14552",0
"14553",0
"14554",34.25
"14555",0
"14556",0
"14557",0
"14558",0
"14559",35.22
"14560",0
"14561",0
"14562",74.95
"14563",0
"14564",71.98
"14565",0
"14566",0
"14567",433.34
"14568",76.74
"14569",0
"14570",20.48
"14571",0
"14572",27.72
"14573",0
"14574",10.58
"14575",0
"14576",435.64
"14577",28.93
"14578",18.05
"14579",0
"14580",9.9
"14581",86.38
"14582",0
"14583",0
"14584",0
"14585",0
"14586",57.04
"14587",0
"14588",0
"14589",0
"14590",0
"14591",143.24
"14592",0
"14593",309.33
"14594",68.84
"14595",173.93
"14596",1.38
"14597",139.16
"14598",0
"14599",257.14
"14600",0
"14601",0
"14602",0
"14603",0
"14604",0
"14605",74.94
"14606",2.7
"14607",0
"14608",0
"14609",79.08
"14610",0
"14611",0
"14612",30.44
"14613",0
"14614",0
"14615",107.54
"14616",0
"14617",0
"14618",0
"14619",0
"14620",177.22
"14621",0
"14622",0
"14623",0
"14624",0
"14625",0
"14626",543.21
"14627",0
"14628",0
"14629",0
"14630",0
"14631",0
"14632",0
"14633",148.51
"14634",112.98
"14635",223.37
"14636",0
"14637",0
"14638",0
"14639",66.04
"14640",0
"14641",0
"14642",35.93
"14643",0
"14644",17.68
"14645",728.4
"14646",2.73
"14647",0
"14648",27
"14649",68.22
"14650",0
"14651",0
"14652",6.88
"14653",0
"14654",0
"14655",0
"14656",80.98
"14657",58.24
"14658",0
"14659",0
"14660",0
"14661",43.31
"14662",0
"14663",0
"14664",53.22
"14665",8
"14666",0
"14667",0
"14668",0
"14669",0
"14670",0
"14671",0
"14672",54.35
"14673",78.48
"14674",0
"14675",632.84
"14676",75.06
"14677",0
"14678",156.55
"14679",359.56
"14680",0
"14681",0
"14682",256.68
"14683",79.21
"14684",121.16
"14685",0
"14686",0
"14687",0
"14688",0
"14689",0
"14690",258.59
"14691",0
"14692",49.08
"14693",40.69
"14694",15.08
"14695",0
"14696",0
"14697",0
"14698",14.5
"14699",0
"14700",0
"14701",0
"14702",221.21
"14703",19.89
"14704",0
"14705",0
"14706",0
"14707",0
"14708",0
"14709",0
"14710",97.69
"14711",0
"14712",0
"14713",0
"14714",0
"14715",0
"14716",51.67
"14717",0
"14718",402.82
"14719",0
"14720",87.82
"14721",0
"14722",0
"14723",0
"14724",85.91
"14725",0
"14726",313.07
"14727",43.15
"14728",0
"14729",48.75
"14730",0
"14731",269.24
"14732",0
"14733",0
"14734",0
"14735",0
"14736",0
"14737",0
"14738",228.79
"14739",0
"14740",0
"14741",108.39
"14742",0
"14743",0
"14744",0
"14745",0
"14746",0
"14747",0
"14748",158.58
"14749",5.71
"14750",0
"14751",0
"14752",112.4
"14753",0
"14754",0
"14755",0
"14756",33.47
"14757",0
"14758",0
"14759",0
"14760",0
"14761",56.89
"14762",51.91
"14763",580.32
"14764",0
"14765",0
"14766",1006.62
"14767",65.01
"14768",0
"14769",0
"14770",0
"14771",270.63
"14772",697.84
"14773",0
"14774",0
"14775",0
"14776",0
"14777",0
"14778",0
"14779",0
"14780",0
"14781",504.13
"14782",0
"14783",56.97
"14784",217.19
"14785",0
"14786",0
"14787",92.63
"14788",0
"14789",10.12
"14790",5.99
"14791",161.9
"14792",0
"14793",64.97
"14794",0
"14795",88.4
"14796",46.21
"14797",40.13
"14798",0
"14799",59.1
"14800",261.08
"14801",0
"14802",21.53
"14803",0
"14804",20.57
"14805",0
"14806",0
"14807",483.04
"14808",113.09
"14809",237.46
"14810",0
"14811",127.3
"14812",203.18
"14813",0
"14814",10.88
"14815",0
"14816",197.73
"14817",183.68
"14818",0
"14819",0
"14820",0
"14821",0
"14822",45.73
"14823",245.75
"14824",0
"14825",96.12
"14826",81.49
"14827",0
"14828",254.65
"14829",279.5
"14830",0
"14831",168.4
"14832",12
"14833",0
"14834",151.8
"14835",0
"14836",107.82
"14837",0
"14838",0
"14839",87.76
"14840",0
"14841",92.17
"14842",0
"14843",48.17
"14844",309.46
"14845",0
"14846",235.31
"14847",0
"14848",28.36
"14849",35.48
"14850",340.15
"14851",38.38
"14852",0
"14853",0
"14854",0
"14855",0
"14856",0
"14857",0
"14858",0
"14859",0
"14860",0
"14861",0
"14862",0
"14863",0
"14864",340.65
"14865",282.07
"14866",0
"14867",153.47
"14868",0
"14869",84.51
"14870",0
"14871",0
"14872",0
"14873",0
"14874",0
"14875",0
"14876",0
"14877",0
"14878",109.89
"14879",0
"14880",0
"14881",207.84
"14882",0
"14883",163.94
"14884",256.18
"14885",0
"14886",357.53
"14887",0
"14888",211.13
"14889",0
"14890",273.87
"14891",0
"14892",0
"14893",140.47
"14894",939.13
"14895",0
"14896",125.34
"14897",0
"14898",0
"14899",0
"14900",0
"14901",0
"14902",1394.32
"14903",0
"14904",0
"14905",0
"14906",52.27
"14907",0
"14908",140.96
"14909",401.61
"14910",0
"14911",0
"14912",161.91
"14913",0
"14914",0
"14915",0
"14916",511.94
"14917",0
"14918",0
"14919",0
"14920",0
"14921",0
"14922",0
"14923",255.87
"14924",30.2
"14925",0
"14926",24.06
"14927",14.16
"14928",0
"14929",68.39
"14930",38.19
"14931",0
"14932",61.78
"14933",0
"14934",0
"14935",0
"14936",146.02
"14937",0
"14938",51.67
"14939",0
"14940",0
"14941",0
"14942",0
"14943",264.32
"14944",173.46
"14945",618.99
"14946",4.42
"14947",182.86
"14948",29.4
"14949",0
"14950",39.77
"14951",587.29
"14952",0
"14953",415.24
"14954",0
"14955",60.6
"14956",0
"14957",550.77
"14958",0
"14959",0
"14960",60.44
"14961",0
"14962",0
"14963",0
"14964",278.83
"14965",89.25
"14966",0
"14967",0
"14968",0
"14969",100.42
"14970",37.23
"14971",0
"14972",298.6
"14973",100.98
"14974",1384.31
"14975",0
"14976",280.7
"14977",0
"14978",107.33
"14979",0
"14980",641.56
"14981",134.74
"14982",149.19
"14983",111.51
"14984",0
"14985",0
"14986",0
"14987",118.8
"14988",0
"14989",0
"14990",0
"14991",0
"14992",0
"14993",0
"14994",183.86
"14995",0
"14996",0
"14997",0
"14998",0
"14999",152.95
"15000",0
"15001",0
"15002",291.46
"15003",0
"15004",50.55
"15005",0
"15006",80.04
"15007",0
"15008",51.07
"15009",0
"15010",0
"15011",0
"15012",0
"15013",291.98
"15014",0
"15015",51.97
"15016",0
"15017",0
"15018",480.55
"15019",166.82
"15020",0
"15021",0
"15022",73.56
"15023",0
"15024",24.53
"15025",532.17
"15026",68.47
"15027",364.88
"15028",463.1
"15029",0
"15030",0
"15031",0
"15032",0
"15033",218.92
"15034",0
"15035",29.59
"15036",21.54
"15037",809.64
"15038",566.98
"15039",19.34
"15040",20.11
"15041",0
"15042",270
"15043",0
"15044",92.54
"15045",0
"15046",0
"15047",0
"15048",0
"15049",148.65
"15050",252.94
"15051",0
"15052",0
"15053",409.39
"15054",0
"15055",0
"15056",0
"15057",0
"15058",0
"15059",0
"15060",0
"15061",0
"15062",0
"15063",68.19
"15064",0
"15065",0
"15066",201.42
"15067",63.64
"15068",0
"15069",0
"15070",46.22
"15071",0
"15072",0
"15073",0
"15074",0
"15075",131.38
"15076",45.79
"15077",0
"15078",399.86
"15079",0
"15080",0
"15081",0
"15082",887.59
"15083",0
"15084",0
"15085",28.15
"15086",0
"15087",0
"15088",0
"15089",85.4
"15090",41.68
"15091",113.09
"15092",620.08
"15093",0
"15094",0
"15095",34.58
"15096",0
"15097",0
"15098",0
"15099",0
"15100",253.68
"15101",642.92
"15102",0
"15103",147.21
"15104",0
"15105",0
"15106",14
"15107",42.61
"15108",19.21
"15109",0
"15110",0
"15111",0
"15112",0
"15113",0
"15114",379.2
"15115",0
"15116",21.48
"15117",264.05
"15118",192.73
"15119",95.25
"15120",245.6
"15121",16.02
"15122",294.78
"15123",49.66
"15124",10.23
"15125",785.25
"15126",0
"15127",256.29
"15128",0
"15129",0
"15130",33.27
"15131",0
"15132",0
"15133",17.28
"15134",0
"15135",0
"15136",0
"15137",0
"15138",51.37
"15139",0
"15140",209.73
"15141",0
"15142",23.04
"15143",235.02
"15144",0
"15145",0
"15146",0
"15147",0
"15148",0
"15149",0
"15150",0
"15151",0
"15152",0
"15153",0
"15154",156.73
"15155",0
"15156",46.3
"15157",9.47
"15158",7.98
"15159",0
"15160",48.31
"15161",153.85
"15162",180.52
"15163",0
"15164",276.75
"15165",0
"15166",3.37
"15167",0
"15168",800.1
"15169",0
"15170",61.38
"15171",0
"15172",0
"15173",0
"15174",55.06
"15175",0
"15176",0
"15177",0
"15178",7.26
"15179",0
"15180",298.97
"15181",0
"15182",0
"15183",0
"15184",0
"15185",383.26
"15186",0
"15187",0
"15188",223.86
"15189",0
"15190",0
"15191",0
"15192",0
"15193",0
"15194",0
"15195",0
"15196",0
"15197",21.34
"15198",0
"15199",35.53
"15200",0
"15201",0
"15202",0
"15203",0
"15204",2.29
"15205",250.01
"15206",119.26
"15207",0
"15208",0
"15209",0
"15210",0
"15211",88.24
"15212",0
"15213",0
"15214",45.19
"15215",196.15
"15216",0
"15217",0
"15218",165.44
"15219",0
"15220",0
"15221",0
"15222",0
"15223",0
"15224",0
"15225",0
"15226",317.38
"15227",0
"15228",506.39
"15229",0
"15230",674.6
"15231",62.96
"15232",0
"15233",895.96
"15234",87.74
"15235",0
"15236",0
"15237",0
"15238",0
"15239",0
"15240",92.54
"15241",0
"15242",205.27
"15243",0
"15244",165.82
"15245",272.68
"15246",95.79
"15247",0
"15248",304.89
"15249",0
"15250",0
"15251",0
"15252",0
"15253",0
"15254",49.48
"15255",0
"15256",1066.3
"15257",44.34
"15258",380.01
"15259",0
"15260",622.48
"15261",0
"15262",0
"15263",0
"15264",147.86
"15265",0
"15266",69.73
"15267",0
"15268",0
"15269",253.04
"15270",0
"15271",0
"15272",9.27
"15273",0
"15274",0
"15275",0
"15276",76.68
"15277",0
"15278",0
"15279",20.17
"15280",0
"15281",27.98
"15282",90.1
"15283",0
"15284",278.76
"15285",0
"15286",0
"15287",0
"15288",0
"15289",0
"15290",29.36
"15291",71.87
"15292",0
"15293",0
"15294",0
"15295",0
"15296",0
"15297",14.64
"15298",251.33
"15299",0
"15300",72.94
"15301",40.06
"15302",0
"15303",0
"15304",0
"15305",352.56
"15306",0
"15307",86.43
"15308",0
"15309",0
"15310",0
"15311",8.38
"15312",51.87
"15313",0
"15314",8.78
"15315",0
"15316",267.46
"15317",8.38
"15318",0
"15319",0
"15320",0
"15321",0
"15322",36.76
"15323",130.14
"15324",0
"15325",0
"15326",0
"15327",77.2
"15328",0
"15329",0
"15330",0
"15331",593.77
"15332",0
"15333",348.47
"15334",0
"15335",0
"15336",0
"15337",0
"15338",0
"15339",410.27
"15340",0
"15341",0
"15342",365.98
"15343",75.54
"15344",0
"15345",0
"15346",0
"15347",0
"15348",22.94
"15349",0
"15350",0
"15351",0
"15352",0
"15353",0
"15354",0
"15355",0
"15356",326.27
"15357",0
"15358",0
"15359",3.58
"15360",0
"15361",53.36
"15362",165.42
"15363",0
"15364",0
"15365",0
"15366",29.24
"15367",0
"15368",0
"15369",0
"15370",0
"15371",248.07
"15372",0
"15373",29.5
"15374",922.39
"15375",0
"15376",0
"15377",0
"15378",15.85
"15379",0
"15380",107.85
"15381",26.95
"15382",0
"15383",80.96
"15384",159.42
"15385",0
"15386",30.6
"15387",0
"15388",0
"15389",0
"15390",0
"15391",0
"15392",0
"15393",0
"15394",0
"15395",96.89
"15396",15.39
"15397",0
"15398",0
"15399",11.7
"15400",0
"15401",69.5
"15402",0
"15403",409.51
"15404",0
"15405",0
"15406",11.48
"15407",0
"15408",271.75
"15409",0
"15410",143.23
"15411",0
"15412",0
"15413",0
"15414",468.02
"15415",0
"15416",0
"15417",52.7
"15418",0
"15419",33.56
"15420",85.98
"15421",0
"15422",0
"15423",0
"15424",35.09
"15425",0
"15426",102.42
"15427",0
"15428",289.09
"15429",0
"15430",0
"15431",0
"15432",0
"15433",68.28
"15434",0
"15435",331
"15436",0
"15437",0
"15438",0
"15439",151.34
"15440",0
"15441",5.88
"15442",843.23
"15443",0
"15444",0
"15445",0
"15446",80.14
"15447",343.64
"15448",0
"15449",20.85
"15450",138.11
"15451",405.83
"15452",0
"15453",0
"15454",0
"15455",247.1
"15456",0
"15457",0
"15458",0
"15459",255.92
"15460",0
"15461",78.92
"15462",0
"15463",0
"15464",0
"15465",0
"15466",65.71
"15467",0
"15468",13.64
"15469",0
"15470",1021.83
"15471",184.75
"15472",0
"15473",0
"15474",65.99
"15475",0
"15476",0
"15477",86.72
"15478",0
"15479",0
"15480",0
"15481",0
"15482",0
"15483",0
"15484",97.08
"15485",0
"15486",0
"15487",0
"15488",70.47
"15489",0
"15490",0
"15491",0
"15492",829.73
"15493",10.93
"15494",0
"15495",0
"15496",251.23
"15497",0
"15498",659.16
"15499",0
"15500",0
"15501",227.03
"15502",34.86
"15503",0
"15504",0
"15505",0
"15506",141.83
"15507",0
"15508",279.99
"15509",0
"15510",5.16
"15511",88.62
"15512",0
"15513",0
"15514",0
"15515",418.72
"15516",372.83
"15517",13.79
"15518",0
"15519",0
"15520",0
"15521",167
"15522",50.98
"15523",274.55
"15524",20.37
"15525",0
"15526",676.99
"15527",0
"15528",0
"15529",0
"15530",0
"15531",0
"15532",0
"15533",20.65
"15534",0
"15535",0
"15536",0
"15537",160.54
"15538",18.05
"15539",164.31
"15540",1.79
"15541",0
"15542",429.19
"15543",191.25
"15544",0
"15545",328.71
"15546",0
"15547",0
"15548",223.86
"15549",12.98
"15550",0
"15551",4.58
"15552",71.22
"15553",17.26
"15554",0
"15555",0
"15556",82.39
"15557",57.73
"15558",56.96
"15559",25.57
"15560",39.34
"15561",433.93
"15562",0
"15563",49
"15564",0
"15565",0
"15566",0
"15567",0
"15568",0
"15569",0
"15570",0
"15571",381.89
"15572",0
"15573",146.3
"15574",31.49
"15575",0
"15576",0
"15577",234.64
"15578",48.06
"15579",224.58
"15580",9.91
"15581",0
"15582",238.59
"15583",116.8
"15584",0
"15585",0
"15586",151.74
"15587",0
"15588",494.92
"15589",0
"15590",105.39
"15591",67.8
"15592",108.94
"15593",145.29
"15594",0
"15595",0
"15596",0
"15597",22.29
"15598",314.65
"15599",0
"15600",0
"15601",0
"15602",0
"15603",237.45
"15604",0
"15605",250.06
"15606",0
"15607",34.8
"15608",0
"15609",24.29
"15610",0
"15611",0
"15612",0
"15613",26.16
"15614",0
"15615",0
"15616",0
"15617",142.61
"15618",0
"15619",218.25
"15620",0
"15621",0
"15622",102.9
"15623",16.98
"15624",0
"15625",409.8
"15626",0
"15627",233.5
"15628",49.98
"15629",26.83
"15630",0
"15631",0
"15632",161.66
"15633",0
"15634",585.1
"15635",0
"15636",0
"15637",0
"15638",0
"15639",162.9
"15640",361.8
"15641",0
"15642",98.16
"15643",0
"15644",0
"15645",66.42
"15646",0
"15647",0
"15648",0
"15649",36.31
"15650",0
"15651",18.68
"15652",40.64
"15653",0
"15654",31.23
"15655",29.61
"15656",0
"15657",0
"15658",117.02
"15659",0
"15660",0
"15661",0
"15662",0
"15663",0
"15664",618.21
"15665",0
"15666",197.25
"15667",0
"15668",0
"15669",725.34
"15670",162.71
"15671",8.38
"15672",0
"15673",0
"15674",0
"15675",360.42
"15676",112.48
"15677",50.71
"15678",75.01
"15679",0
"15680",0
"15681",122.21
"15682",0
"15683",0
"15684",0
"15685",0
"15686",0
"15687",0
"15688",0
"15689",0
"15690",58.68
"15691",116.54
"15692",0
"15693",153.66
"15694",0
"15695",0
"15696",0
"15697",0
"15698",94.78
"15699",0
"15700",0
"15701",0
"15702",0
"15703",0
"15704",35.67
"15705",0
"15706",0
"15707",113.11
"15708",0
"15709",0
"15710",18.45
"15711",1194.23
"15712",0
"15713",35.96
"15714",0
"15715",0
"15716",0
"15717",181.67
"15718",0
"15719",281.49
"15720",0
"15721",0
"15722",594.91
"15723",0
"15724",0
"15725",0
"15726",32.05
"15727",575.49
"15728",0
"15729",90.95
"15730",0
"15731",0
"15732",0
"15733",0
"15734",0
"15735",0
"15736",0
"15737",0
"15738",26.29
"15739",0
"15740",0
"15741",0
"15742",657.13
"15743",120.38
"15744",0
"15745",0
"15746",0
"15747",378.84
"15748",573.36
"15749",0
"15750",0
"15751",0
"15752",0
"15753",34.92
"15754",0
"15755",589.54
"15756",0
"15757",0
"15758",0
"15759",0
"15760",969.67
"15761",0
"15762",0
"15763",54.97
"15764",0
"15765",0
"15766",0
"15767",0
"15768",141.02
"15769",0
"15770",148.22
"15771",168.44
"15772",0
"15773",45.6
"15774",0
"15775",0
"15776",339.42
"15777",0
"15778",26.95
"15779",582.13
"15780",38.29
"15781",0
"15782",0
"15783",0
"15784",0
"15785",243.28
"15786",40.94
"15787",89.45
"15788",148.4
"15789",0
"15790",0
"15791",161.52
"15792",0
"15793",0
"15794",0
"15795",0
"15796",0
"15797",0
"15798",218.22
"15799",0
"15800",0
"15801",154.56
"15802",613.35
"15803",0
"15804",290.56
"15805",0
"15806",0
"15807",0
"15808",85.52
"15809",0
"15810",0
"15811",0
"15812",0
"15813",144.62
"15814",325.19
"15815",0
"15816",42.96
"15817",0
"15818",326.69
"15819",44.98
"15820",10.23
"15821",0
"15822",0
"15823",0
"15824",0
"15825",863.13
"15826",0
"15827",190.67
"15828",23.43
"15829",29.96
"15830",81.72
"15831",112.28
"15832",0
"15833",162.94
"15834",0
"15835",0
"15836",72.5
"15837",0
"15838",0
"15839",0
"15840",0
"15841",0
"15842",10.42
"15843",0
"15844",357.41
"15845",75.65
"15846",0
"15847",0
"15848",0
"15849",48.84
"15850",0
"15851",0
"15852",28.15
"15853",0
"15854",232.02
"15855",0
"15856",929.69
"15857",125.5
"15858",0
"15859",0
"15860",0
"15861",0
"15862",64.12
"15863",39.17
"15864",0
"15865",158.06
"15866",0
"15867",68.11
"15868",0
"15869",230.64
"15870",14.05
"15871",536.55
"15872",133.28
"15873",162.83
"15874",61.24
"15875",0
"15876",18.87
"15877",154.5
"15878",0
"15879",0
"15880",0
"15881",42.78
"15882",0
"15883",28.11
"15884",0
"15885",0
"15886",0
"15887",273.05
"15888",0
"15889",48.11
"15890",0
"15891",0
"15892",413.43
"15893",0
"15894",0
"15895",0
"15896",0
"15897",0
"15898",94.41
"15899",0
"15900",38.37
"15901",0
"15902",0
"15903",0
"15904",0
"15905",0
"15906",41.57
"15907",29.87
"15908",0
"15909",209.15
"15910",0
"15911",0
"15912",0
"15913",0
"15914",984.29
"15915",0
"15916",0
"15917",0
"15918",101.56
"15919",0
"15920",0
"15921",0
"15922",0
"15923",53.76
"15924",0
"15925",0
"15926",13.63
"15927",0
"15928",0
"15929",52.82
"15930",0
"15931",161.91
"15932",0
"15933",0
"15934",0
"15935",0
"15936",0
"15937",381.17
"15938",0
"15939",0
"15940",347.94
"15941",324.09
"15942",0
"15943",48.67
"15944",33.75
"15945",285.77
"15946",0
"15947",0
"15948",0
"15949",955.88
"15950",199.62
"15951",0
"15952",7.38
"15953",0
"15954",0
"15955",210.92
"15956",0
"15957",0
"15958",289.8
"15959",376
"15960",54.23
"15961",0
"15962",183.7
"15963",33.03
"15964",182.53
"15965",0
"15966",0
"15967",0
"15968",0
"15969",0
"15970",727.38
"15971",0
"15972",0
"15973",0
"15974",0
"15975",93.58
"15976",146.15
"15977",0
"15978",331.29
"15979",79.73
"15980",0
"15981",0
"15982",0
"15983",0
"15984",970.58
"15985",56.89
"15986",556.53
"15987",0
"15988",0
"15989",0
"15990",0
"15991",0
"15992",12.28
"15993",0
"15994",0
"15995",0
"15996",0
"15997",54.58
"15998",0
"15999",0
"16000",26.95
"16001",318.8
"16002",0
"16003",31.14
"16004",47.41
"16005",293.35
"16006",0
"16007",0
"16008",10.5
"16009",0
"16010",0
"16011",0
"16012",0
"16013",25
"16014",0
"16015",0
"16016",0
"16017",0
"16018",0
"16019",0
"16020",0
"16021",33.01
"16022",0
"16023",953.64
"16024",0
"16025",0
"16026",161.26
"16027",0
"16028",0
"16029",0
"16030",222.37
"16031",0
"16032",0
"16033",1073.5
"16034",0
"16035",90.79
"16036",0
"16037",27.48
"16038",0
"16039",0
"16040",19.93
"16041",0
"16042",0
"16043",0
"16044",51.65
"16045",0
"16046",142.87
"16047",0
"16048",0
"16049",0
"16050",79.16
"16051",0
"16052",0
"16053",0
"16054",0
"16055",0
"16056",0
"16057",0
"16058",0
"16059",0
"16060",24.08
"16061",0
"16062",0
"16063",0
"16064",0
"16065",0
"16066",0
"16067",69.32
"16068",0
"16069",428.33
"16070",0
"16071",0
"16072",9.07
"16073",0
"16074",282.31
"16075",24.06
"16076",0
"16077",0
"16078",970.31
"16079",564.71
"16080",31.55
"16081",0
"16082",0
"16083",7.06
"16084",19.68
"16085",71.27
"16086",751.73
"16087",0
"16088",0
"16089",122.12
"16090",0
"16091",0
"16092",39.8
"16093",36.22
"16094",0
"16095",387.61
"16096",0
"16097",0
"16098",0
"16099",19492.0799999999
"16100",551.1
"16101",87.73
"16102",0
"16103",353.03
"16104",0
"16105",0
"16106",0
"16107",38.07
"16108",15.33
"16109",0
"16110",0
"16111",0
"16112",0
"16113",332.08
"16114",0
"16115",0
"16116",0
"16117",99.6
"16118",73.15
"16119",406.17
"16120",0
"16121",0
"16122",0
"16123",108.8
"16124",0
"16125",0
"16126",361.99
"16127",394.93
"16128",0
"16129",0
"16130",744.44
"16131",939.38
"16132",0
"16133",0
"16134",74.57
"16135",0
"16136",0
"16137",0
"16138",0
"16139",0
"16140",0
"16141",89.13
"16142",0
"16143",26.02
"16144",0
"16145",453.16
"16146",142.97
"16147",0
"16148",1039.96
"16149",135.78
"16150",99.67
"16151",171.31
"16152",0
"16153",880.61
"16154",0
"16155",116.21
"16156",0
"16157",0
"16158",0
"16159",76.76
"16160",0
"16161",0
"16162",0
"16163",0
"16164",0
"16165",72.69
"16166",0
"16167",311.63
"16168",13.97
"16169",0
"16170",0
"16171",0
"16172",0
"16173",0
"16174",0
"16175",0
"16176",0
"16177",0
"16178",0
"16179",0
"16180",20.91
"16181",51.14
"16182",0
"16183",0
"16184",0
"16185",0
"16186",0
"16187",34.58
"16188",0
"16189",104.87
"16190",0
"16191",0
"16192",0
"16193",0
"16194",147.66
"16195",146.12
"16196",191.65
"16197",0
"16198",0
"16199",0
"16200",142.04
"16201",0
"16202",0
"16203",0
"16204",112.99
"16205",0
"16206",0
"16207",0
"16208",0
"16209",72.24
"16210",12.38
"16211",41.41
"16212",0
"16213",2.5
"16214",0
"16215",41.25
"16216",96.14
"16217",0
"16218",0
"16219",0
"16220",3.38
"16221",83.05
"16222",0
"16223",29.92
"16224",44.74
"16225",20.42
"16226",50.87
"16227",0
"16228",0
"16229",0
"16230",808.89
"16231",0
"16232",0
"16233",20.3
"16234",0
"16235",0
"16236",0
"16237",0
"16238",0
"16239",0
"16240",0
"16241",0
"16242",493.84
"16243",10.5
"16244",0
"16245",0
"16246",855.91
"16247",0
"16248",0
"16249",36.2
"16250",176.79
"16251",0
"16252",99.37
"16253",0
"16254",70.15
"16255",0
"16256",0
"16257",0
"16258",68.46
"16259",0
"16260",132.26
"16261",0
"16262",29.29
"16263",0
"16264",133.23
"16265",0
"16266",0
"16267",0
"16268",351.68
"16269",464.41
"16270",29.5
"16271",0
"16272",0
"16273",0
"16274",93.27
"16275",67.59
"16276",0
"16277",0
"16278",0
"16279",0
"16280",244.02
"16281",0
"16282",0
"16283",0
"16284",588.13
"16285",65.43
"16286",45.46
"16287",0
"16288",0
"16289",0
"16290",76.53
"16291",0
"16292",0
"16293",145.63
"16294",0
"16295",4.14
"16296",53.5
"16297",116.12
"16298",544.04
"16299",0
"16300",0
"16301",0
"16302",0
"16303",0
"16304",406.68
"16305",0
"16306",0
"16307",0
"16308",0
"16309",0
"16310",59.36
"16311",0
"16312",88.22
"16313",0
"16314",0
"16315",0
"16316",0
"16317",0
"16318",0
"16319",275.77
"16320",702.27
"16321",36.51
"16322",0
"16323",0
"16324",146.33
"16325",0
"16326",151.21
"16327",0
"16328",0
"16329",0
"16330",96.58
"16331",0
"16332",0
"16333",170.93
"16334",0
"16335",19.28
"16336",186.31
"16337",0
"16338",0
"16339",0
"16340",0
"16341",0
"16342",205.26
"16343",363.69
"16344",0
"16345",0
"16346",59.41
"16347",31.53
"16348",82.69
"16349",0
"16350",0
"16351",33.62
"16352",0
"16353",0
"16354",220.37
"16355",0
"16356",71.66
"16357",0
"16358",0
"16359",0
"16360",0
"16361",43.97
"16362",205.22
"16363",6.78
"16364",0
"16365",0
"16366",20.87
"16367",0
"16368",0
"16369",0
"16370",109.58
"16371",0
"16372",161.38
"16373",0
"16374",51.78
"16375",65.82
"16376",0
"16377",0
"16378",0
